game_p_0,simu_p_0,game_p_1,simu_p_1,game_p_2,simu_p_2,game_p_3,simu_p_3
0.244,0.229,0.245,0.27,0.265,0.238,0.246,0.263
0.245,0.252,0.256,0.232,0.257,0.274,0.242,0.242
0.253,0.25,0.253,0.258,0.245,0.258,0.249,0.234
0.243,0.262,0.283,0.26,0.216,0.232,0.258,0.246
0.224,0.255,0.28,0.257,0.259,0.245,0.237,0.243
0.261,0.242,0.245,0.26,0.258,0.24,0.236,0.258
0.254,0.238,0.251,0.264,0.22,0.265,0.275,0.233
0.252,0.253,0.25,0.253,0.238,0.265,0.26,0.229
0.25,0.248,0.259,0.27,0.251,0.228,0.24,0.254
0.257,0.252,0.231,0.254,0.279,0.253,0.233,0.241
0.242,0.267,0.252,0.234,0.281,0.267,0.225,0.232
0.244,0.248,0.257,0.241,0.245,0.262,0.254,0.249
0.252,0.242,0.243,0.251,0.25,0.247,0.255,0.26
0.255,0.259,0.243,0.249,0.252,0.257,0.25,0.235
0.231,0.26,0.279,0.252,0.239,0.241,0.251,0.247
0.249,0.223,0.248,0.24,0.261,0.264,0.242,0.273
0.243,0.255,0.255,0.232,0.23,0.252,0.272,0.261
0.23,0.241,0.248,0.26,0.263,0.252,0.259,0.247
0.234,0.243,0.267,0.262,0.242,0.249,0.257,0.246
0.243,0.249,0.24,0.252,0.281,0.23,0.236,0.269
0.256,0.271,0.254,0.202,0.259,0.264,0.231,0.263
0.23,0.25,0.269,0.261,0.248,0.252,0.253,0.237
0.248,0.254,0.25,0.22,0.234,0.27,0.268,0.256
0.225,0.264,0.229,0.24,0.27,0.25,0.276,0.246
0.234,0.256,0.234,0.252,0.26,0.255,0.272,0.237
0.271,0.239,0.244,0.236,0.252,0.253,0.233,0.272
0.25,0.259,0.234,0.245,0.256,0.229,0.26,0.267
0.259,0.244,0.23,0.268,0.253,0.265,0.258,0.223
0.245,0.247,0.249,0.26,0.266,0.236,0.24,0.257
0.253,0.257,0.247,0.243,0.253,0.251,0.247,0.249
0.24,0.253,0.254,0.266,0.252,0.237,0.254,0.244
0.245,0.243,0.252,0.264,0.249,0.252,0.254,0.241
0.233,0.241,0.241,0.262,0.232,0.258,0.294,0.239
0.263,0.256,0.232,0.237,0.274,0.252,0.231,0.255
0.239,0.237,0.273,0.253,0.226,0.269,0.262,0.241
0.235,0.274,0.227,0.214,0.284,0.25,0.254,0.262
0.249,0.253,0.25,0.251,0.237,0.235,0.264,0.261
0.263,0.252,0.249,0.239,0.246,0.258,0.242,0.251
0.265,0.252,0.218,0.238,0.269,0.25,0.248,0.26
0.266,0.236,0.248,0.26,0.25,0.252,0.236,0.252
0.26,0.23,0.241,0.262,0.252,0.269,0.247,0.239
0.248,0.255,0.233,0.244,0.255,0.241,0.264,0.26
0.241,0.256,0.249,0.241,0.25,0.27,0.26,0.233
0.225,0.245,0.27,0.238,0.25,0.267,0.255,0.25
0.251,0.255,0.246,0.256,0.251,0.244,0.252,0.245
0.256,0.245,0.274,0.25,0.231,0.247,0.239,0.258
0.256,0.26,0.25,0.246,0.254,0.258,0.24,0.236
0.25,0.248,0.243,0.25,0.235,0.25,0.272,0.252
0.252,0.213,0.249,0.271,0.252,0.25,0.247,0.266
0.28,0.269,0.247,0.23,0.237,0.253,0.236,0.248
0.261,0.255,0.246,0.27,0.249,0.235,0.244,0.24
0.278,0.231,0.243,0.228,0.24,0.273,0.239,0.268
0.247,0.228,0.256,0.248,0.241,0.248,0.256,0.276
0.256,0.243,0.232,0.248,0.263,0.268,0.249,0.241
0.226,0.263,0.266,0.245,0.247,0.251,0.261,0.241
0.256,0.26,0.252,0.239,0.241,0.244,0.251,0.257
0.244,0.248,0.255,0.237,0.252,0.262,0.249,0.253
0.247,0.239,0.23,0.266,0.253,0.251,0.27,0.244
0.269,0.266,0.238,0.231,0.251,0.265,0.242,0.238
0.248,0.241,0.252,0.24,0.245,0.281,0.255,0.238
0.297,0.256,0.249,0.227,0.224,0.261,0.23,0.256
0.257,0.277,0.246,0.254,0.251,0.217,0.246,0.252
0.262,0.229,0.242,0.277,0.235,0.243,0.261,0.251
0.246,0.253,0.262,0.272,0.257,0.227,0.235,0.248
0.235,0.23,0.238,0.247,0.265,0.269,0.262,0.254
0.272,0.259,0.221,0.264,0.242,0.232,0.265,0.245
0.261,0.242,0.245,0.241,0.242,0.244,0.252,0.273
0.231,0.241,0.251,0.265,0.262,0.22,0.256,0.274
0.236,0.244,0.252,0.269,0.259,0.237,0.253,0.25
0.25,0.247,0.24,0.28,0.267,0.249,0.243,0.224
0.276,0.26,0.238,0.253,0.24,0.233,0.246,0.254
0.244,0.247,0.25,0.254,0.234,0.244,0.272,0.255
0.252,0.254,0.259,0.238,0.244,0.265,0.245,0.243
0.257,0.226,0.256,0.258,0.243,0.251,0.244,0.265
0.242,0.237,0.247,0.248,0.265,0.269,0.246,0.246
0.256,0.251,0.26,0.241,0.242,0.243,0.242,0.265
0.275,0.248,0.251,0.238,0.228,0.274,0.246,0.24
0.27,0.27,0.22,0.244,0.238,0.227,0.272,0.259
0.264,0.258,0.264,0.253,0.227,0.239,0.245,0.25
0.265,0.273,0.204,0.223,0.274,0.245,0.257,0.259
0.243,0.256,0.252,0.245,0.247,0.235,0.258,0.264
0.292,0.248,0.246,0.25,0.233,0.259,0.229,0.243
0.26,0.261,0.248,0.256,0.225,0.233,0.267,0.25
0.251,0.239,0.252,0.244,0.263,0.27,0.234,0.247
0.28,0.251,0.244,0.257,0.229,0.249,0.247,0.243
0.249,0.248,0.267,0.274,0.23,0.235,0.254,0.243
0.24,0.232,0.256,0.275,0.25,0.245,0.254,0.248
0.259,0.254,0.284,0.257,0.236,0.254,0.221,0.235
0.254,0.231,0.234,0.237,0.252,0.244,0.26,0.288
0.229,0.254,0.26,0.285,0.248,0.225,0.263,0.236
0.247,0.25,0.253,0.247,0.264,0.261,0.236,0.242
0.254,0.25,0.247,0.266,0.276,0.24,0.223,0.244
0.248,0.238,0.246,0.241,0.262,0.263,0.244,0.258
0.263,0.241,0.262,0.26,0.236,0.26,0.239,0.239
0.269,0.26,0.234,0.241,0.226,0.243,0.271,0.256
0.234,0.233,0.275,0.264,0.251,0.24,0.24,0.263
0.246,0.243,0.263,0.25,0.243,0.249,0.248,0.258
0.249,0.255,0.251,0.234,0.212,0.234,0.288,0.277
0.249,0.241,0.247,0.265,0.254,0.262,0.25,0.232
0.259,0.235,0.26,0.249,0.249,0.249,0.232,0.267
0.259,0.234,0.282,0.261,0.222,0.274,0.237,0.231
0.254,0.262,0.246,0.268,0.239,0.217,0.261,0.253
0.235,0.25,0.262,0.233,0.254,0.248,0.249,0.269
0.261,0.271,0.244,0.226,0.241,0.264,0.254,0.239
0.239,0.236,0.252,0.258,0.234,0.244,0.275,0.262
0.244,0.247,0.292,0.253,0.241,0.243,0.223,0.257
0.246,0.261,0.263,0.24,0.237,0.271,0.254,0.228
0.252,0.251,0.241,0.249,0.261,0.259,0.246,0.241
0.242,0.23,0.249,0.244,0.253,0.26,0.256,0.266
0.257,0.254,0.258,0.234,0.243,0.252,0.242,0.26
0.238,0.241,0.269,0.243,0.237,0.237,0.256,0.279
0.279,0.239,0.248,0.265,0.237,0.239,0.236,0.257
0.26,0.259,0.236,0.26,0.246,0.228,0.258,0.253
0.25,0.248,0.247,0.259,0.231,0.235,0.272,0.258
0.246,0.247,0.241,0.228,0.252,0.25,0.261,0.275
0.25,0.261,0.257,0.265,0.257,0.234,0.236,0.24
0.221,0.246,0.25,0.264,0.269,0.249,0.26,0.241
0.253,0.237,0.232,0.257,0.258,0.237,0.257,0.269
0.258,0.25,0.275,0.251,0.23,0.269,0.237,0.23
0.255,0.254,0.248,0.256,0.244,0.262,0.253,0.228
0.272,0.24,0.23,0.248,0.246,0.261,0.252,0.251
0.251,0.226,0.243,0.265,0.265,0.258,0.241,0.251
0.242,0.27,0.265,0.238,0.24,0.24,0.253,0.252
0.257,0.239,0.272,0.255,0.215,0.24,0.256,0.266
0.259,0.266,0.246,0.244,0.255,0.243,0.24,0.247
0.262,0.237,0.237,0.268,0.258,0.229,0.243,0.266
0.242,0.251,0.252,0.254,0.253,0.258,0.253,0.237
0.226,0.244,0.266,0.246,0.259,0.258,0.249,0.252
0.273,0.255,0.251,0.263,0.224,0.238,0.252,0.244
0.247,0.241,0.252,0.249,0.256,0.258,0.245,0.252
0.238,0.239,0.229,0.256,0.268,0.26,0.265,0.245
0.245,0.23,0.262,0.266,0.234,0.261,0.259,0.243
0.239,0.238,0.249,0.254,0.256,0.239,0.256,0.269
0.242,0.245,0.261,0.247,0.231,0.268,0.266,0.24
0.256,0.257,0.253,0.242,0.246,0.246,0.245,0.255
0.264,0.243,0.25,0.256,0.23,0.264,0.256,0.237
