game_p_0,simu_p_0,game_p_1,simu_p_1,game_p_2,simu_p_2,game_p_3,simu_p_3
0.275,0.249,0.246,0.253,0.227,0.244,0.252,0.254
0.253,0.262,0.243,0.233,0.274,0.254,0.23,0.251
0.266,0.229,0.243,0.263,0.271,0.254,0.22,0.254
0.258,0.252,0.238,0.272,0.252,0.253,0.252,0.223
0.28,0.238,0.271,0.257,0.233,0.255,0.216,0.25
0.252,0.262,0.257,0.274,0.235,0.216,0.256,0.248
0.255,0.254,0.258,0.253,0.249,0.222,0.238,0.271
0.269,0.256,0.234,0.241,0.256,0.225,0.241,0.278
0.298,0.252,0.234,0.248,0.236,0.241,0.232,0.259
0.28,0.259,0.246,0.226,0.261,0.25,0.213,0.265
0.284,0.226,0.229,0.248,0.248,0.278,0.239,0.248
0.264,0.233,0.248,0.252,0.252,0.247,0.236,0.268
0.245,0.209,0.267,0.267,0.244,0.265,0.244,0.259
0.258,0.265,0.264,0.249,0.242,0.247,0.236,0.239
0.275,0.235,0.263,0.261,0.234,0.264,0.228,0.24
0.253,0.249,0.26,0.253,0.262,0.239,0.225,0.259
0.271,0.242,0.263,0.252,0.24,0.243,0.226,0.263
0.279,0.256,0.234,0.212,0.26,0.258,0.227,0.274
0.255,0.211,0.246,0.268,0.251,0.243,0.248,0.278
0.25,0.235,0.268,0.235,0.248,0.266,0.234,0.264
0.266,0.216,0.262,0.261,0.231,0.254,0.241,0.269
0.258,0.247,0.245,0.223,0.246,0.258,0.251,0.272
0.276,0.246,0.243,0.265,0.229,0.24,0.252,0.249
0.283,0.249,0.249,0.25,0.232,0.238,0.236,0.263
0.276,0.252,0.235,0.282,0.251,0.235,0.238,0.231
0.285,0.253,0.235,0.255,0.205,0.266,0.275,0.226
0.264,0.266,0.247,0.225,0.268,0.251,0.221,0.258
0.28,0.262,0.269,0.243,0.226,0.251,0.225,0.244
0.248,0.248,0.276,0.241,0.214,0.241,0.262,0.27
0.264,0.247,0.228,0.272,0.256,0.241,0.252,0.24
0.275,0.249,0.248,0.266,0.245,0.255,0.232,0.23
0.28,0.277,0.239,0.242,0.228,0.231,0.253,0.25
0.265,0.249,0.225,0.254,0.253,0.235,0.257,0.262
0.246,0.238,0.252,0.249,0.244,0.263,0.258,0.25
0.274,0.249,0.247,0.25,0.245,0.254,0.234,0.247
0.243,0.226,0.256,0.257,0.281,0.245,0.22,0.272
0.283,0.25,0.245,0.255,0.237,0.251,0.235,0.244
0.259,0.258,0.244,0.216,0.248,0.246,0.249,0.28
0.277,0.261,0.233,0.262,0.232,0.235,0.258,0.242
0.275,0.239,0.241,0.228,0.247,0.238,0.237,0.295
0.263,0.244,0.258,0.245,0.248,0.264,0.231,0.247
0.255,0.242,0.263,0.266,0.241,0.241,0.241,0.251
0.277,0.246,0.244,0.234,0.259,0.25,0.22,0.27
0.255,0.232,0.248,0.246,0.246,0.253,0.251,0.269
0.268,0.254,0.251,0.256,0.256,0.226,0.225,0.264
0.274,0.288,0.251,0.24,0.239,0.222,0.236,0.25
0.271,0.25,0.23,0.26,0.24,0.25,0.259,0.24
0.255,0.268,0.27,0.261,0.231,0.23,0.244,0.241
0.259,0.244,0.282,0.286,0.23,0.202,0.229,0.268
0.283,0.246,0.245,0.239,0.219,0.252,0.253,0.263
0.271,0.258,0.255,0.245,0.238,0.238,0.236,0.259
0.274,0.255,0.251,0.247,0.265,0.264,0.21,0.234
0.247,0.256,0.266,0.255,0.246,0.238,0.241,0.251
0.276,0.261,0.257,0.263,0.249,0.25,0.218,0.226
0.298,0.267,0.221,0.246,0.237,0.239,0.244,0.248
0.276,0.247,0.243,0.276,0.255,0.247,0.226,0.23
0.239,0.251,0.269,0.253,0.262,0.257,0.23,0.239
0.265,0.258,0.251,0.262,0.238,0.237,0.246,0.243
0.237,0.258,0.25,0.239,0.263,0.255,0.25,0.248
0.269,0.249,0.263,0.237,0.235,0.254,0.233,0.26
0.271,0.248,0.231,0.24,0.232,0.252,0.266,0.26
0.253,0.256,0.269,0.247,0.255,0.242,0.223,0.255
0.288,0.231,0.23,0.25,0.237,0.269,0.245,0.25
0.268,0.248,0.257,0.25,0.235,0.241,0.24,0.261
0.269,0.248,0.273,0.238,0.207,0.267,0.251,0.247
0.262,0.266,0.226,0.229,0.254,0.26,0.258,0.245
0.283,0.25,0.249,0.244,0.218,0.247,0.25,0.259
0.283,0.277,0.237,0.219,0.245,0.261,0.235,0.243
0.242,0.235,0.259,0.267,0.256,0.248,0.243,0.25
0.28,0.235,0.238,0.249,0.239,0.249,0.243,0.267
0.264,0.253,0.248,0.261,0.239,0.234,0.249,0.252
0.248,0.25,0.283,0.251,0.223,0.249,0.246,0.25
0.278,0.238,0.221,0.256,0.26,0.255,0.241,0.251
0.277,0.264,0.244,0.243,0.24,0.228,0.239,0.265
0.262,0.246,0.266,0.254,0.236,0.246,0.236,0.254
0.259,0.242,0.243,0.255,0.237,0.239,0.261,0.264
0.261,0.241,0.274,0.271,0.238,0.25,0.227,0.238
0.273,0.269,0.259,0.27,0.245,0.226,0.223,0.235
0.257,0.256,0.242,0.239,0.238,0.256,0.263,0.249
0.253,0.269,0.256,0.226,0.246,0.247,0.245,0.258
0.252,0.237,0.245,0.263,0.259,0.244,0.244,0.256
0.273,0.255,0.232,0.265,0.246,0.244,0.249,0.236
0.273,0.245,0.266,0.264,0.226,0.233,0.235,0.258
0.259,0.252,0.283,0.256,0.224,0.252,0.234,0.24
0.268,0.257,0.242,0.256,0.246,0.231,0.244,0.256
0.272,0.233,0.27,0.273,0.227,0.265,0.231,0.229
0.254,0.257,0.257,0.244,0.238,0.253,0.251,0.246
0.267,0.271,0.261,0.254,0.225,0.246,0.247,0.229
0.261,0.25,0.234,0.246,0.239,0.255,0.266,0.249
0.275,0.244,0.252,0.238,0.231,0.261,0.242,0.257
0.272,0.251,0.259,0.249,0.254,0.245,0.215,0.255
0.281,0.239,0.243,0.242,0.237,0.243,0.239,0.276
0.253,0.238,0.256,0.25,0.246,0.27,0.245,0.242
0.265,0.256,0.25,0.236,0.233,0.248,0.252,0.26
0.25,0.268,0.252,0.248,0.253,0.23,0.245,0.254
0.248,0.263,0.268,0.239,0.251,0.25,0.233,0.248
0.261,0.256,0.274,0.265,0.225,0.222,0.24,0.257
0.258,0.26,0.241,0.257,0.263,0.247,0.238,0.236
0.242,0.261,0.26,0.232,0.263,0.248,0.235,0.259
0.262,0.25,0.266,0.214,0.215,0.264,0.257,0.272
0.286,0.245,0.243,0.255,0.242,0.257,0.229,0.243
0.258,0.242,0.244,0.262,0.255,0.247,0.243,0.249
0.285,0.28,0.238,0.246,0.233,0.236,0.244,0.238
0.285,0.237,0.242,0.267,0.232,0.257,0.241,0.239
0.286,0.235,0.255,0.261,0.222,0.252,0.237,0.252
0.273,0.263,0.251,0.236,0.225,0.246,0.251,0.255
0.261,0.282,0.255,0.219,0.238,0.254,0.246,0.245
0.253,0.243,0.258,0.248,0.254,0.252,0.235,0.257
0.276,0.277,0.255,0.234,0.272,0.255,0.197,0.234
0.295,0.274,0.251,0.24,0.217,0.246,0.237,0.24
0.269,0.237,0.258,0.267,0.23,0.248,0.243,0.248
0.248,0.248,0.272,0.238,0.234,0.26,0.246,0.254
0.253,0.231,0.257,0.247,0.244,0.251,0.246,0.271
0.281,0.256,0.256,0.264,0.236,0.218,0.227,0.262
0.272,0.258,0.229,0.251,0.275,0.249,0.224,0.242
0.259,0.258,0.244,0.247,0.235,0.241,0.262,0.254
0.255,0.252,0.255,0.232,0.249,0.251,0.241,0.265
0.291,0.251,0.248,0.257,0.218,0.246,0.243,0.246
0.287,0.234,0.245,0.243,0.212,0.258,0.256,0.265
0.257,0.214,0.265,0.268,0.249,0.252,0.229,0.266
0.271,0.256,0.231,0.24,0.227,0.259,0.271,0.245
0.261,0.263,0.251,0.242,0.225,0.258,0.263,0.237
0.248,0.243,0.23,0.244,0.255,0.251,0.267,0.262
0.268,0.264,0.255,0.242,0.238,0.248,0.239,0.246
0.257,0.238,0.243,0.248,0.251,0.244,0.249,0.27
0.234,0.228,0.257,0.281,0.249,0.235,0.26,0.256
0.244,0.255,0.253,0.245,0.266,0.26,0.237,0.24
0.263,0.251,0.25,0.257,0.255,0.255,0.232,0.237
0.261,0.253,0.266,0.259,0.25,0.241,0.223,0.247
0.25,0.227,0.24,0.257,0.289,0.261,0.221,0.255
0.259,0.241,0.256,0.241,0.241,0.257,0.244,0.261
0.263,0.255,0.259,0.267,0.254,0.219,0.224,0.259
0.257,0.279,0.263,0.236,0.229,0.248,0.251,0.237
0.257,0.247,0.252,0.251,0.228,0.253,0.263,0.249
0.27,0.245,0.257,0.262,0.243,0.232,0.23,0.261
0.269,0.252,0.228,0.264,0.257,0.243,0.246,0.241
0.293,0.261,0.239,0.238,0.226,0.248,0.242,0.253
0.275,0.261,0.221,0.247,0.256,0.233,0.248,0.259
0.276,0.231,0.264,0.249,0.231,0.252,0.229,0.268
0.276,0.238,0.246,0.247,0.233,0.253,0.245,0.262
0.251,0.265,0.245,0.234,0.241,0.25,0.263,0.251
0.282,0.258,0.247,0.26,0.233,0.23,0.238,0.252
0.28,0.265,0.244,0.247,0.227,0.243,0.249,0.245
0.261,0.266,0.242,0.25,0.255,0.254,0.242,0.23
